# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# GO ID	Branch	Name	Genes	Children	Parents
GO:0046016	P	positive regulation of transcription by glucose		GO:0000432,	GO:0046015,GO:0045991,
GO:0046017	P	obsolete regulation of transcription from RNA polymerase I promoter during mitotic cell cycle			
GO:0046018	P	obsolete positive regulation of transcription from RNA polymerase I promoter during mitotic cell cycle			
GO:0046019	P	regulation of transcription from RNA polymerase II promoter by pheromones		GO:0007329,GO:0046020,	GO:0006357,GO:0009373,
GO:0046020	P	negative regulation of transcription from RNA polymerase II promoter by pheromones		GO:1902353,	GO:0000122,GO:0045996,GO:0046019,
GO:0046021	P	obsolete regulation of transcription from RNA polymerase II promoter during mitotic cell cycle			
GO:0046022	P	obsolete positive regulation of transcription from RNA polymerase II promoter during mitotic cell cycle			
GO:0046023	P	obsolete regulation of transcription from RNA polymerase III promoter during mitotic cell cycle			
GO:0046024	P	obsolete positive regulation of transcription from RNA polymerase III promoter during mitotic cell cycle			
GO:0046031	P	ADP metabolic process	adk,cra,dcuC,eno,fbaA,gapA,glk,gpmA,hexR,ldhA,mdh,murR,pfkA,pfkB,pgi,pgk,ppk,pykA,pykF,rpiR,tpiA,yfhH,	GO:0006757,GO:0019660,GO:0006176,GO:0046032,GO:0006172,	GO:0009179,GO:0009150,GO:0009167,
GO:0046032	P	ADP catabolic process			GO:0009169,GO:0046031,GO:0009181,GO:0009154,
GO:0046033	P	AMP metabolic process	purA,	GO:0006167,GO:0006196,GO:0006756,	GO:0009150,GO:0009167,GO:0017144,
GO:0046034	P	ATP metabolic process	atpA,atpB,atpC,atpE,cra,dcuC,eno,fbaA,gapA,glk,gpmA,hexR,ldhA,mdh,murR,pfkA,pfkB,pgi,pgk,ppk,pykA,pykF,rpiR,tpiA,yfhH,	GO:0006757,GO:0006754,GO:0006119,GO:0019660,GO:1990966,GO:0009777,	GO:0009205,GO:0009150,GO:0009167,GO:0017144,
GO:0046035	P	CMP metabolic process	prkB,udk,	GO:0006248,GO:0009224,	GO:0009173,GO:0046131,GO:0009218,
GO:0046036	P	CTP metabolic process	pyrG,	GO:0006254,GO:0006241,	GO:0009208,GO:0046131,GO:0009218,
GO:0046037	P	GMP metabolic process	gmk,gpt,guaA,hpt,	GO:0046038,GO:0006177,	GO:0009150,GO:0009167,GO:1901068,
GO:0046038	P	GMP catabolic process		GO:0006202,GO:0006201,	GO:0046037,GO:0009169,GO:0009154,GO:1901069,
GO:0046039	P	GTP metabolic process	guaB,moaE,moeA,mog,	GO:0032324,GO:0006183,	GO:0009205,GO:0009150,GO:1901068,
GO:0046040	P	IMP metabolic process	gpt,hpt,purA,purL,purN,	GO:0006204,GO:0006188,	GO:0009150,GO:0009167,
GO:0046041	P	ITP metabolic process		GO:0046042,GO:0006193,	GO:0009205,GO:0009150,
GO:0046042	P	ITP biosynthetic process			GO:0046041,GO:0009206,GO:0009152,
GO:0046043	P	TDP metabolic process		GO:0006232,GO:0006245,	GO:0009193,GO:0009218,
GO:0046044	P	TMP metabolic process		GO:0046045,GO:0006230,	GO:0009173,GO:0009218,
GO:0046045	P	TMP catabolic process			GO:0009056,GO:0046044,
GO:0046046	P	TTP metabolic process	mazG,	GO:0006234,GO:0046047,	GO:0009208,GO:0009218,
GO:0046047	P	TTP catabolic process	mazG,		GO:0046046,GO:0009210,GO:0009222,
GO:0046048	P	UDP metabolic process	pyrH,	GO:0006225,GO:0006256,	GO:0009193,GO:0046131,GO:0009218,
GO:0046049	P	UMP metabolic process	nagD,prkB,surE,udp,umpG,umpH,	GO:0006222,GO:0046050,	GO:0009173,GO:0046131,GO:0009218,
GO:0046050	P	UMP catabolic process	nagD,surE,udp,umpG,umpH,		GO:0009222,GO:0009175,GO:0046133,GO:0046049,
GO:0046051	P	UTP metabolic process	mazG,	GO:0046052,GO:0006228,	GO:0009208,GO:0046131,GO:0009218,
GO:0046052	P	UTP catabolic process	mazG,		GO:0046051,GO:0009210,GO:0009222,GO:0046133,
GO:0046053	P	dAMP metabolic process		GO:0046059,GO:0006170,	GO:0009170,GO:0009151,
GO:0046054	P	dGMP metabolic process		GO:0006181,GO:0046055,	GO:0009170,GO:0009151,
GO:0046055	P	dGMP catabolic process			GO:0009172,GO:0046054,GO:0009155,
GO:0046056	P	dADP metabolic process		GO:0006173,GO:0046057,GO:0006174,	GO:0009151,GO:0009182,
GO:0046057	P	dADP catabolic process			GO:0009184,GO:0046056,GO:0009155,
GO:0046058	P	cAMP metabolic process	cyaA,	GO:0006198,GO:0006171,	GO:0009187,GO:0009150,
GO:0046059	P	dAMP catabolic process			GO:0009172,GO:0046053,GO:0009155,
GO:0046060	P	dATP metabolic process	mazG,	GO:0046061,GO:0006175,	GO:0009151,GO:0009215,
GO:0046061	P	dATP catabolic process	mazG,		GO:0046060,GO:0009217,GO:0009155,
GO:0046062	P	dCDP metabolic process		GO:0006240,GO:0006251,	GO:0009196,GO:0009219,
GO:0046063	P	dCMP metabolic process		GO:0006249,GO:0046064,	GO:0009176,GO:0009219,
GO:0046064	P	dCMP biosynthetic process		GO:0006239,	GO:0009221,GO:0046063,GO:0009177,
GO:0046065	P	dCTP metabolic process		GO:0006242,GO:0006253,	GO:0009211,GO:0009219,
GO:0046066	P	dGDP metabolic process		GO:0006185,GO:0046067,GO:0006187,GO:0006186,	GO:0009151,GO:0009182,
GO:0046067	P	dGDP catabolic process			GO:0009184,GO:0046066,GO:0009155,
GO:0046068	P	cGMP metabolic process		GO:0006182,GO:0046069,	GO:0009187,GO:0009150,
GO:0046069	P	cGMP catabolic process			GO:0009154,GO:0009214,GO:0046068,
GO:0046070	P	dGTP metabolic process	dgt,mazG,	GO:0046071,GO:0006203,	GO:0009151,GO:0009215,
GO:0046071	P	dGTP biosynthetic process		GO:0006187,	GO:0009216,GO:0009153,GO:0046070,
GO:0046072	P	dTDP metabolic process	tmk,	GO:0006246,GO:0006233,	GO:0009196,GO:0009219,
GO:0046073	P	dTMP metabolic process	thyA,	GO:0006231,GO:0046074,	GO:0009176,GO:0009219,
GO:0046074	P	dTMP catabolic process			GO:0009178,GO:0009223,GO:0046073,
GO:0046075	P	dTTP metabolic process	mazG,tmk,	GO:0006235,GO:0046076,	GO:0009211,GO:0009219,
GO:0046076	P	dTTP catabolic process	mazG,		GO:0046075,GO:0009213,GO:0009223,
GO:0046077	P	dUDP metabolic process	tmk,	GO:0006257,GO:0006227,	GO:0009196,GO:0009219,
GO:0046078	P	dUMP metabolic process	dut,yfbR,	GO:0046079,GO:0006226,	GO:0009176,GO:0009219,
GO:0046079	P	dUMP catabolic process			GO:0009178,GO:0009223,GO:0046078,
GO:0046080	P	dUTP metabolic process	dut,mazG,	GO:0046081,GO:0006229,	GO:0009211,GO:0009219,
GO:0046081	P	dUTP catabolic process	dut,mazG,		GO:0009213,GO:0046080,GO:0009223,
GO:0046082	P	5-methylcytosine biosynthetic process			GO:0072528,GO:0019857,GO:0019438,
GO:0046083	P	adenine metabolic process	ade,adeD,apt,hpt,	GO:0046084,GO:0006146,	GO:0006144,
GO:0046084	P	adenine biosynthetic process	apt,hpt,	GO:0006168,	GO:0046083,GO:0009113,
GO:0046085	P	adenosine metabolic process	add,purA,	GO:0046086,GO:0006154,	GO:0046128,GO:0017144,
GO:0046086	P	adenosine biosynthetic process	purA,	GO:0006169,	GO:0046085,GO:0046129,
GO:0046087	P	cytidine metabolic process	cdd,	GO:0046088,GO:0006216,	GO:0046131,
GO:0046088	P	cytidine biosynthetic process		GO:0006236,	GO:0046132,GO:0046087,
GO:0046089	P	cytosine biosynthetic process			GO:0019858,GO:0019438,GO:0019856,
GO:0046090	P	deoxyadenosine metabolic process		GO:0046091,GO:0006157,	GO:0046122,
GO:0046091	P	deoxyadenosine biosynthetic process			GO:0046123,GO:0046090,
GO:0046092	P	deoxycytidine metabolic process	cdd,	GO:0046093,GO:0006217,	GO:0046125,
GO:0046093	P	deoxycytidine biosynthetic process		GO:0006237,	GO:0046092,GO:0046126,
GO:0046094	P	deoxyinosine metabolic process	xapA,	GO:0006149,GO:0046095,	GO:0046122,
GO:0046095	P	deoxyinosine biosynthetic process		GO:0006191,	GO:0046123,GO:0046094,
GO:0046096	P	deoxyuridine metabolic process		GO:0046097,GO:0006219,	GO:0046125,
GO:0046097	P	deoxyuridine biosynthetic process			GO:0046096,GO:0046126,
GO:0046098	P	guanine metabolic process	guaD,hpt,	GO:0006147,GO:0046099,	GO:0006144,
GO:0046099	P	guanine biosynthetic process	hpt,	GO:0006202,GO:0006178,	GO:0046098,GO:0009113,
GO:0046100	P	hypoxanthine metabolic process	add,ade,adeD,hpt,xdhB,	GO:0046101,GO:0009114,	GO:0006144,
GO:0046101	P	hypoxanthine biosynthetic process	add,ade,adeD,	GO:0043103,	GO:0046100,GO:0009113,
GO:0046102	P	inosine metabolic process	add,xapA,	GO:0046103,GO:0006148,	GO:0046128,
GO:0046103	P	inosine biosynthetic process	add,	GO:0006190,	GO:0046129,GO:0046102,
GO:0046104	P	thymidine metabolic process	tdk,	GO:0046105,GO:0006214,	GO:0046125,
GO:0046105	P	thymidine biosynthetic process			GO:0046126,GO:0046104,
GO:0046106	P	thymine biosynthetic process			GO:0019859,GO:0019856,
GO:0046107	P	uracil biosynthetic process		GO:0006223,	GO:0019860,GO:0019856,
GO:0046108	P	uridine metabolic process	udp,	GO:0006218,GO:0046109,	GO:0046131,
GO:0046109	P	uridine biosynthetic process			GO:0046132,GO:0046108,
GO:0046110	P	xanthine metabolic process		GO:0046111,GO:0009115,	GO:0006144,
GO:0046111	P	xanthine biosynthetic process			GO:0009113,GO:0046110,
GO:0046112	P	nucleobase biosynthetic process	add,ade,adeD,apt,carA,carB,hpt,pyrC,pyrD,pyrE,pyrF,pyrL,yjjG,	GO:0009113,GO:0019856,	GO:0009112,GO:0018130,GO:1901566,GO:1901362,
GO:0046113	P	nucleobase catabolic process	ade,adeD,allB,codA,hycB,hyfA,preA,preT,rutA,rutB,rutC,rutD,rutE,rutF,rutG,xdhB,ydfG,	GO:0006145,GO:0006208,	GO:1901361,GO:0009112,GO:1901565,GO:0046700,
GO:0046114	P	guanosine biosynthetic process		GO:0006179,	GO:0008617,GO:1901070,
GO:0046115	P	guanosine catabolic process	xapA,		GO:0008617,GO:1901069,
GO:0046116	P	queuosine metabolic process	folE,queA,queC,queE,queF,queG,tgt,	GO:0008616,GO:0046117,	GO:0009119,
GO:0046117	P	queuosine catabolic process			GO:0042454,GO:0046116,
GO:0046118	P	7-methylguanosine biosynthetic process			GO:0008618,GO:1901070,
GO:0046119	P	7-methylguanosine catabolic process			GO:0008618,GO:1901069,
GO:0046120	P	deoxyribonucleoside biosynthetic process	dgt,	GO:0046123,GO:0046126,	GO:0009163,GO:0009120,
GO:0046121	P	deoxyribonucleoside catabolic process	cdd,xapA,	GO:0046124,GO:0046127,	GO:0009164,GO:0009120,
GO:0046122	P	purine deoxyribonucleoside metabolic process	xapA,	GO:0046123,GO:0046124,GO:0046094,GO:0019688,GO:0042453,GO:0046090,	GO:0042278,GO:0009120,
GO:0046123	P	purine deoxyribonucleoside biosynthetic process		GO:0042452,GO:0046091,GO:0043098,GO:0046095,	GO:0046122,GO:0046120,GO:0042451,
GO:0046124	P	purine deoxyribonucleoside catabolic process	xapA,	GO:0006157,GO:0006149,GO:0006161,	GO:0046122,GO:0006152,GO:0046121,
GO:0046125	P	pyrimidine deoxyribonucleoside metabolic process	cdd,dgt,tdk,	GO:0046092,GO:0046127,GO:0046096,GO:0046126,GO:0019690,GO:0046104,	GO:0006213,GO:0009120,
GO:0046126	P	pyrimidine deoxyribonucleoside biosynthetic process	dgt,	GO:0046093,GO:0046105,GO:0043099,GO:0046097,	GO:0046125,GO:0046134,GO:0046120,
GO:0046127	P	pyrimidine deoxyribonucleoside catabolic process	cdd,	GO:0006214,GO:0006219,GO:0006217,	GO:0046135,GO:0046125,GO:0046121,
GO:0046128	P	purine ribonucleoside metabolic process	add,gmk,gpt,guaA,guaB,hpt,metK,moaE,moeA,mog,purA,relA,spoT,xapA,	GO:0046498,GO:0046102,GO:1901068,GO:1903227,GO:0046130,GO:0046085,GO:0043637,GO:0046129,GO:0046499,	GO:0042278,GO:0009119,
GO:0046129	P	purine ribonucleoside biosynthetic process	add,gpt,guaA,guaB,hpt,purA,	GO:1903229,GO:0006557,GO:0046086,GO:0006166,GO:0046103,GO:0043638,GO:1901070,	GO:0046128,GO:0042455,GO:0042451,
GO:0046130	P	purine ribonucleoside catabolic process	add,xapA,	GO:0019510,GO:1903228,GO:0006154,GO:0006148,GO:1901069,	GO:0046128,GO:0042454,GO:0006152,
GO:0046131	P	pyrimidine ribonucleoside metabolic process	cdd,mazG,nagD,prkB,pyrG,pyrH,rihA,rihB,surE,udk,udp,umpG,umpH,	GO:0046132,GO:0046087,GO:0046108,GO:0046035,GO:0046133,GO:0046049,GO:0046048,GO:0046051,GO:0046036,GO:0046704,	GO:0006213,GO:0009119,
GO:0046132	P	pyrimidine ribonucleoside biosynthetic process	prkB,pyrG,pyrH,udk,	GO:0046088,GO:0046109,GO:0006241,GO:0006222,GO:0006225,GO:0006228,GO:0046705,GO:0009224,	GO:0046134,GO:0042455,GO:0046131,
GO:0046133	P	pyrimidine ribonucleoside catabolic process	cdd,mazG,nagD,rihA,rihB,surE,udp,umpG,umpH,	GO:0046706,GO:0046052,GO:0006256,GO:0006248,GO:0006218,GO:0006254,GO:0006216,GO:0046050,	GO:0042454,GO:0046135,GO:0046131,
GO:0046134	P	pyrimidine nucleoside biosynthetic process	dgt,prkB,pyrG,pyrH,udk,upp,	GO:0046132,GO:1905266,GO:0043097,GO:0046126,	GO:0072528,GO:0009163,GO:0006213,
GO:0046135	P	pyrimidine nucleoside catabolic process	cdd,mazG,nagD,rihA,rihB,surE,udp,umpG,umpH,	GO:0046127,GO:1905265,GO:0046133,	GO:0072529,GO:0009164,GO:0006213,
GO:0046136	P	positive regulation of vitamin metabolic process		GO:1904966,GO:1900054,GO:0060557,GO:0090180,	GO:0062013,GO:0030656,
GO:0046137	P	negative regulation of vitamin metabolic process		GO:1900053,GO:0070617,GO:2000083,GO:0070624,GO:0010957,	GO:0062014,GO:0030656,
GO:0046138	P	obsolete coenzyme and prosthetic group biosynthetic process			
GO:0046139	P	obsolete coenzyme and prosthetic group catabolic process			
GO:0046140	P	corrin biosynthetic process			GO:0051188,GO:0015009,GO:0033014,
GO:0046141	P	corrin catabolic process			GO:0015009,GO:0051187,GO:0033015,
GO:0046142	P	obsolete negative regulation of coenzyme and prosthetic group metabolic process			
GO:0046143	P	obsolete positive regulation of coenzyme and prosthetic group metabolic process			
GO:0046144	P	D-alanine family amino acid metabolic process	alaA,alaC,alr,avtA,dadA,hinT,	GO:0033055,GO:0030633,GO:0033056,GO:0046436,GO:0033053,GO:0046145,GO:0033054,	GO:0006522,
GO:0046145	P	D-alanine family amino acid biosynthetic process	alaA,alaC,alr,avtA,	GO:0030632,	GO:0006523,GO:0046144,
GO:0046146	P	tetrahydrobiopterin metabolic process	folE,queD,	GO:0046147,GO:0006729,	GO:0006732,GO:0034311,GO:0042558,GO:0017144,
GO:0046147	P	tetrahydrobiopterin catabolic process			GO:0034313,GO:0009109,GO:0046146,GO:0042737,GO:0042560,
GO:0046148	P	pigment biosynthetic process	add,ade,adeD,apt,cyoE,cysG,hemB,hemC,hemE,hemF,hemG,hemH,hpt,yfdG,	GO:0009113,GO:0006728,GO:0051559,GO:0051553,GO:0048543,GO:0009718,GO:0006783,GO:0042438,GO:0051551,GO:0006726,GO:0016117,GO:0043477,GO:0008055,GO:0015995,	GO:0042440,
GO:0046149	P	pigment catabolic process		GO:0042167,GO:0046284,GO:0046159,GO:0046150,GO:0015996,GO:0046151,	GO:0042440,
GO:0046150	P	melanin catabolic process			GO:0046149,GO:0019336,GO:0006582,
GO:0046151	P	eye pigment catabolic process		GO:0046153,GO:0046155,	GO:0042441,GO:0046149,
GO:0046152	P	ommochrome metabolic process		GO:0046153,GO:0006727,	GO:0046158,GO:1901360,GO:0042441,GO:0046483,GO:0006725,
GO:0046153	P	ommochrome catabolic process			GO:1901361,GO:0019439,GO:0046159,GO:0046152,GO:0046151,GO:0046700,
GO:0046154	P	rhodopsin metabolic process		GO:0016063,GO:0046155,	GO:0044267,GO:0042441,
GO:0046155	P	rhodopsin catabolic process			GO:0044257,GO:0046151,GO:0046154,
GO:0046156	P	siroheme metabolic process	cysG,	GO:0019354,GO:0046157,	GO:0042168,
GO:0046157	P	siroheme catabolic process			GO:0042167,GO:0046156,
GO:0046158	P	ocellus pigment metabolic process		GO:0046159,GO:0046152,GO:0008055,	GO:0043474,GO:0019748,
GO:0046159	P	ocellus pigment catabolic process		GO:0046153,	GO:0046158,GO:0046149,
GO:0046160	P	heme a metabolic process		GO:0046161,GO:0006784,	GO:0042168,
GO:0046161	P	heme a catabolic process			GO:0042167,GO:0046160,
GO:0046162	P	heme c metabolic process		GO:0046163,GO:0006786,	GO:0042168,
GO:0046163	P	heme c catabolic process			GO:0042167,GO:0046162,
GO:0046164	P	alcohol catabolic process	appA,dhaK,dhaL,eutB,fucO,gatD,gatY,gcl,glcD,glcE,glcF,gldA,glpK,glxK,hybA,mhpA,mhpB,mhpC,mtlD,srlD,suhB,tpiA,	GO:1903174,GO:0016092,GO:1900580,GO:0033022,GO:0016095,GO:0044109,GO:0034310,GO:1902049,GO:1901729,GO:0019622,GO:0045150,GO:0046334,GO:0046345,GO:0006708,GO:1901754,GO:1900984,GO:1902245,GO:0006707,GO:1900768,GO:0046174,	GO:0044282,GO:1901616,GO:0006066,
GO:0046165	P	alcohol biosynthetic process	adhE,folE,ispB,ispU,queD,ydiO,yqeF,	GO:1903175,GO:1901730,GO:0044108,GO:1902653,GO:1902645,GO:0006589,GO:0033021,GO:0046173,GO:0000947,GO:0016094,GO:1900769,GO:0016091,GO:0034309,	GO:0044283,GO:1901617,GO:0006066,
GO:0046166	P	glyceraldehyde-3-phosphate biosynthetic process	tpiA,		GO:0090407,GO:0046184,GO:1901137,GO:0019682,
GO:0046167	P	glycerol-3-phosphate biosynthetic process			GO:0090407,GO:0006072,GO:1901137,
GO:0046168	P	glycerol-3-phosphate catabolic process	glpA,glpB,glpC,glpD,		GO:1901136,GO:0006072,GO:0046434,
GO:0046169	P	methanol biosynthetic process			GO:0015945,GO:0034309,
GO:0046170	P	methanol catabolic process			GO:0034310,GO:0015945,
GO:0046171	P	octanol biosynthetic process			GO:1903175,GO:0006070,GO:0034309,
GO:0046172	P	octanol catabolic process			GO:1903174,GO:0034310,GO:0006070,
GO:0046173	P	polyol biosynthetic process	folE,queD,	GO:1901758,GO:1901133,GO:0036378,GO:1901121,GO:1901155,GO:0071602,GO:0034312,GO:1901130,GO:0019401,GO:1901158,GO:0097041,GO:0032958,GO:0006021,GO:0019872,GO:1901744,	GO:0046165,GO:0019751,
GO:0046174	P	polyol catabolic process	appA,dhaK,dhaL,fucO,gatD,gatY,gldA,glpK,hybA,mtlD,srlD,suhB,tpiA,	GO:0019405,GO:1901757,GO:0071545,GO:0034313,GO:1901154,GO:1901743,GO:0019310,GO:0046267,GO:1901157,GO:1901129,GO:1901132,GO:1901120,	GO:0046164,GO:0019751,
GO:0046175	P	aldonic acid biosynthetic process		GO:0046182,GO:1901274,GO:1901369,GO:0046180,GO:0046178,	GO:0019520,GO:0034637,GO:0072330,
GO:0046176	P	aldonic acid catabolic process	dgoA,dgoD,dgoK,edd,ghrB,gnd,gntK,idnD,idnK,idnO,lgoD,lgoR,yagE,yagF,yjhG,yjhH,	GO:0019584,GO:0046181,GO:0046177,GO:0046183,GO:1901273,	GO:0072329,GO:0019520,GO:0044275,
GO:0046177	P	D-gluconate catabolic process	edd,gnd,gntK,idnK,		GO:0046176,GO:0019521,
GO:0046178	P	D-gluconate biosynthetic process			GO:0046175,GO:0019521,
GO:0046179	P	keto-D-gluconate biosynthetic process			GO:0019525,GO:0046180,
GO:0046180	P	ketogluconate biosynthetic process		GO:0046179,	GO:0046175,GO:0019522,
GO:0046181	P	ketogluconate catabolic process	ghrB,	GO:0019524,	GO:0046176,GO:0019522,
GO:0046182	P	L-idonate biosynthetic process			GO:0046175,GO:0019523,
GO:0046183	P	L-idonate catabolic process	idnD,idnK,idnO,		GO:0046176,GO:0019523,
GO:0046184	P	aldehyde biosynthetic process	epd,mgsA,pdxA,pdxB,pdxH,pdxK,pdxY,serC,tpiA,	GO:1900569,GO:0032342,GO:0042821,GO:0046186,GO:0046166,GO:0042189,GO:0046293,GO:1900994,GO:0042823,GO:0006634,GO:1903191,GO:0019242,	GO:0006081,GO:1901576,GO:0044249,
GO:0046185	P	aldehyde catabolic process	adhP,adiY,appY,araC,chbR,dkgA,dkgB,envY,eutR,feaR,frmA,gadW,gadX,gcl,glcB,gldA,gloA,gloB,gloC,glxK,glxR,hchA,melR,nimR,rclR,rhaR,rhaS,ybcM,ydeO,ydiP,yeaE,yeiG,yijO,yneL,ypdC,	GO:0051596,GO:0009436,GO:0042190,GO:1900993,GO:1900568,GO:0032343,GO:0032361,GO:0019683,GO:1903190,GO:0046294,GO:0046187,	GO:1901575,GO:0044248,GO:0006081,
GO:0046186	P	acetaldehyde biosynthetic process			GO:0006117,GO:0046184,
GO:0046187	P	acetaldehyde catabolic process	adhP,		GO:0006117,GO:0046185,
GO:0046188	P	methane catabolic process			GO:0043448,GO:0015947,
GO:0046189	P	phenol-containing compound biosynthetic process	aroD,entA,entB,entC,entD,entE,entF,entH,ybdZ,	GO:0009713,GO:0010023,GO:0046235,GO:1901024,GO:1902126,GO:0046190,GO:0031148,GO:1902132,GO:1900769,GO:1902135,GO:1901786,GO:0033497,GO:0042864,GO:1901887,GO:1900572,GO:0046197,GO:1900611,GO:1901112,GO:0097041,GO:0043642,GO:1900614,GO:0072391,GO:1900766,GO:1900575,GO:0042427,GO:0009697,GO:1900815,GO:0033525,GO:0042189,GO:1901599,GO:0033495,GO:1902050,GO:0042438,GO:1900602,GO:1900763,GO:1901366,GO:0042855,GO:1901695,GO:0036184,GO:1901697,GO:1900793,GO:1902138,GO:0006589,GO:1900584,GO:1902129,GO:0046192,	GO:1901617,GO:0019438,GO:1901362,GO:0018958,
GO:0046190	P	aerobic phenol-containing compound biosynthetic process			GO:0018959,GO:0046189,
GO:0046191	P	aerobic phenol-containing compound catabolic process			GO:0018959,GO:0019336,
GO:0046192	P	anaerobic phenol-containing compound biosynthetic process			GO:0042215,GO:0046189,
GO:0046193	P	anaerobic phenol-containing compound catabolic process			GO:0042215,GO:0019336,
GO:0046194	P	obsolete pentachlorophenol biosynthetic process			
GO:0046195	P	obsolete 4-nitrophenol biosynthetic process			
GO:0046196	P	4-nitrophenol catabolic process	feaB,		GO:0042178,GO:0018960,GO:0019336,
GO:0046197	P	orcinol biosynthetic process			GO:0018940,GO:0044550,GO:0046189,
GO:0046198	P	obsolete cresol biosynthetic process			
GO:0046199	P	cresol catabolic process		GO:0042213,GO:1901785,	GO:0042212,GO:0042178,GO:0017001,GO:0019336,GO:0072491,
GO:0046200	P	obsolete m-cresol biosynthetic process			
GO:0046201	P	cyanate biosynthetic process			GO:1901566,GO:0044271,GO:0009439,
GO:0046202	P	cyanide biosynthetic process			GO:0044271,GO:1901576,GO:0019499,
GO:0046203	P	spermidine catabolic process			GO:0006598,GO:0008216,
GO:0046204	P	nor-spermidine metabolic process		GO:0045312,GO:0046205,	GO:0006595,GO:0097164,
GO:0046205	P	nor-spermidine catabolic process			GO:0006598,GO:0046204,
GO:0046206	P	trypanothione metabolic process		GO:0046207,GO:0019342,	GO:1901685,
GO:0046207	P	trypanothione catabolic process			GO:1901686,GO:0046206,
GO:0046208	P	spermine catabolic process			GO:0006598,GO:0008215,GO:0042737,
GO:0046209	P	nitric oxide metabolic process	hcp,hmp,norV,norW,	GO:0046210,GO:0006809,	GO:0042133,GO:2001057,GO:0072593,GO:0017144,
GO:0046210	P	nitric oxide catabolic process	hcp,hmp,norV,norW,		GO:0044270,GO:0046209,GO:0042135,GO:0042737,
GO:0046211	P	(+)-camphor biosynthetic process			GO:0042181,GO:0018882,GO:0016099,
GO:0046212	P	obsolete methyl ethyl ketone biosynthetic process			
GO:0046213	P	methyl ethyl ketone catabolic process			GO:0042178,GO:0042182,GO:0018928,
GO:0046214	P	enterobactin catabolic process	fes,		GO:0019614,GO:0046215,GO:0009238,GO:0046700,
GO:0046215	P	siderophore catabolic process	fes,	GO:0042859,GO:0042865,GO:0046214,GO:0042862,GO:0002050,	GO:0051187,GO:0090487,GO:0009237,
GO:0046216	P	indole phytoalexin catabolic process			GO:0046217,GO:0052316,GO:0051410,GO:0042436,
GO:0046217	P	indole phytoalexin metabolic process		GO:0046216,GO:0009700,GO:0052317,	GO:0042430,GO:0052314,
GO:0046218	P	indolalkylamine catabolic process	tnaA,	GO:0006569,	GO:0006586,GO:0042402,GO:0042436,
GO:0046219	P	indolalkylamine biosynthetic process	hisA,menF,pabA,trpA,trpB,trpC,trpD,trpE,trpGD,	GO:0000162,	GO:0042401,GO:0006586,GO:0042435,
GO:0046220	P	pyridine biosynthetic process			GO:0072525,GO:0019438,GO:0019507,
GO:0046221	P	pyridine catabolic process			GO:0019439,GO:0072526,GO:0019507,
GO:0046222	P	aflatoxin metabolic process		GO:0046223,GO:0045122,GO:0043391,GO:0043390,	GO:1901376,GO:0043385,
GO:0046223	P	aflatoxin catabolic process			GO:0046222,GO:0043387,GO:1901377,
GO:0046224	P	bacteriocin metabolic process		GO:0046225,GO:0030152,	GO:0030650,GO:0009404,
GO:0046225	P	bacteriocin catabolic process			GO:0030652,GO:0009407,GO:0046224,GO:0051410,
GO:0046226	P	coumarin catabolic process		GO:1901883,	GO:0046271,GO:0009804,GO:0046700,
GO:0046227	P	obsolete 2,4,5-trichlorophenoxyacetic acid biosynthetic process			
GO:0046228	P	2,4,5-trichlorophenoxyacetic acid catabolic process			GO:1901502,GO:0042178,GO:1901361,GO:0072329,GO:0019439,GO:0009852,GO:0018980,
GO:0046229	P	obsolete 2-aminobenzenesulfonate biosynthetic process			
GO:0046230	P	2-aminobenzenesulfonate catabolic process			GO:0042178,GO:0018868,GO:0016054,GO:1901361,GO:0019439,GO:0044273,GO:0009310,
GO:0046231	P	obsolete carbazole biosynthetic process			
GO:0046232	P	carbazole catabolic process			GO:0042178,GO:1901361,GO:0044270,GO:0019439,GO:1901565,GO:0046700,GO:0018884,
GO:0046233	P	obsolete 3-hydroxyphenylacetate biosynthetic process			
GO:0046234	P	obsolete fluorene biosynthetic process			
GO:0046235	P	gallate biosynthetic process			GO:0018918,GO:0072330,GO:0046189,
GO:0046236	P	mandelate biosynthetic process			GO:0018924,GO:1901617,GO:0072330,GO:0019438,GO:1901362,GO:0017000,
GO:0046237	P	obsolete phenanthrene biosynthetic process			
GO:0046238	P	obsolete phthalate biosynthetic process			
GO:0046239	P	phthalate catabolic process			GO:0042178,GO:1901361,GO:0019439,GO:0043649,GO:0018963,
GO:0046240	P	obsolete xylene biosynthetic process			
GO:0046241	P	obsolete m-xylene biosynthetic process			
GO:0046242	P	obsolete o-xylene biosynthetic process			
GO:0046243	P	obsolete p-xylene biosynthetic process			
GO:0046244	P	salicylic acid catabolic process			GO:0072329,GO:0017001,GO:0042447,GO:0019336,GO:0042737,GO:0009696,
GO:0046245	P	obsolete styrene biosynthetic process			
GO:0046246	P	terpene biosynthetic process		GO:0051504,GO:0043612,GO:0016120,GO:0051762,GO:1901946,GO:0033332,GO:1903193,GO:0043693,GO:1901541,	GO:0008299,GO:0042214,
