# From get_uniq_lowest_levels_v2.pl on Tue Apr 21 11:50:01 2020
# Input = all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0009108	6	83	bioA,bioB,bioC,bioD,bioD2,bioF,bioH,birA,coaA,coaD,coaE,dfp,dkgA,dkgB,epd,fabG,fabI,fau,fdhD,folA,folB,folC,folE,folK,folM,folP,lipA,lipB,metF,metK,moaA,moaB,moaC,moaD,moaE,mobA,mobB,mocA,moeA,moeB,mog,nadA,nadB,nadC,nadD,nadE,nadR,napA,nudB,pabA,pabB,pabC,panB,panC,panD,panE,panZ,pdxA,pdxB,pdxH,pdxK,pdxY,pncA,pncB,pncC,purU,ribF,serC,thiC,thiD,thiE,thiF,thiG,thiH,thiI,thiK,thiL,thiM,thiS,tusA,ubiX,xapA,ynfK,	coenzyme biosynthetic process
GO:0009102	6	11	bioA,bioB,bioC,bioD,bioD2,bioF,bioH,birA,fabG,fabI,ynfK,	biotin biosynthetic process
GO:0009229	7	11	thiC,thiD,thiE,thiF,thiG,thiH,thiI,thiK,thiL,thiM,thiS,	thiamine diphosphate biosynthetic process
GO:0019363	7	10	nadA,nadB,nadC,nadD,nadE,nadR,pncA,pncB,pncC,xapA,	pyridine nucleotide biosynthetic process
GO:0019365	8	5	nadD,nadE,pncA,pncB,xapA,	pyridine nucleotide salvage
GO:0034355	9	4	nadD,nadE,pncB,xapA,	NAD salvage
GO:0019357	8	1	pncB,	nicotinate nucleotide biosynthetic process
GO:0009398	7	1	ribF,	FMN biosynthetic process
GO:0006729	7	1	folE,	tetrahydrobiopterin biosynthetic process
GO:0015940	7	5	panB,panC,panD,panE,panZ,	pantothenate biosynthetic process
GO:0006777	7	14	fdhD,moaA,moaB,moaC,moaD,moaE,mobA,mobB,mocA,moeA,moeB,mog,napA,tusA,	Mo-molybdopterin cofactor biosynthetic process
GO:1902758	8	1	mobA,	bis(molybdopterin guanine dinucleotide)molybdenum biosynthetic process
GO:1902760	8	1	mocA,	Mo(VI)-molybdopterin cytosine dinucleotide biosynthetic process
GO:0009396	7	14	fau,folA,folB,folC,folE,folK,folM,folP,metF,nudB,pabA,pabB,pabC,purU,	folic acid-containing compound biosynthetic process
GO:0006761	8	1	folC,	dihydrofolate biosynthetic process
GO:0046901	8	1	folC,	tetrahydrofolylpolyglutamate biosynthetic process
GO:0046656	8	10	folA,folB,folC,folK,folM,folP,nudB,pabA,pabB,pabC,	folic acid biosynthetic process
GO:0046654	8	13	folA,folB,folC,folE,folK,folM,folP,metF,nudB,pabA,pabB,pabC,purU,	tetrahydrofolate biosynthetic process
GO:0009257	9	4	folA,folC,folM,purU,	10-formyltetrahydrofolate biosynthetic process
GO:0015937	7	4	coaA,coaD,coaE,dfp,	coenzyme A biosynthetic process
GO:0006556	7	1	metK,	S-adenosylmethionine biosynthetic process
GO:0042823	7	7	epd,pdxA,pdxB,pdxH,pdxK,pdxY,serC,	pyridoxal phosphate biosynthetic process
GO:0009443	5	3	pdxH,pdxK,pdxY,	pyridoxal 5'-phosphate salvage
GO:0036001	8	1	pdxB,	'de novo' pyridoxal 5'-phosphate biosynthetic process
GO:0016226	5	20	csdA,cyaY,erpA,fdx,fpr,hscA,iscA,iscS,iscU,iscX,mrp,nfuA,sufA,sufB,sufC,sufD,sufE,sufS,ygfZ,ytfE,	iron-sulfur cluster assembly
GO:0044571	6	1	iscS,	[2Fe-2S] cluster assembly
GO:0018283	6	1	ytfE,	iron incorporation into metallo-sulfur cluster
GO:0051191	6	2	citG,citX,	prosthetic group biosynthetic process
GO:0019290	5	4	ahpC,entA,entE,ybdZ,	siderophore biosynthetic process
GO:0032324	6	2	moeA,mog,	molybdopterin cofactor biosynthetic process
GO:0035998	6	1	folE,	7,8-dihydroneopterin 3'-triphosphate biosynthetic process
GO:0006750	6	3	ggt,gshA,gshB,	glutathione biosynthetic process
GO:0008615	6	8	dxs,epd,pdxA,pdxB,pdxH,pdxJ,pdxK,serC,	pyridoxine biosynthetic process
GO:0044550	4	12	ahpC,cvpA,cysC,cysD,cysH,cysI,cysJ,cysN,entA,entE,entF,ybdZ,	secondary metabolite biosynthetic process
GO:0032259	3	60	ada,bioC,cfa,cheR,cmoM,cysG,dam,dcm,gcvT,hsdM,metE,metH,mmuM,mnmC,ogt,pcm,prmA,prmB,prmC,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,tam,tehB,thyA,trmA,trmD,trmH,trmI,trmJ,trmL,trmO,ubiE,ubiG,yafE,yafS,yfiC,yfiF,yhdJ,yjtD,	methylation
GO:0044237	3	921	aas,abgA,abgB,accA,accB,accC,accD,aceA,aceB,aceE,aceF,aceK,ackA,acnA,acnB,acpH,acpP,acpS,acpT,acs,add,adk,agaB,agaI,agaV,agp,ahpC,ahpF,ahr,ais,alsE,alsK,amn,ampC,anmK,apaH,aphA,appA,appB,appC,apt,araB,arcB,argB,arnA,arnB,arnC,arnD,arnE,arnF,arnT,aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,ascF,asd,atoA,atoB,atoD,atoS,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,azoR,bacA,baeS,barA,basS,bcsA,bcsB,bglF,bioA,bioB,bioC,bioD,bioD2,bioF,bioH,birA,bisC,btsS,btuR,carA,carB,cbl,cca,ccp,cdd,cdh,cdsA,cfa,chaC,chbB,cheA,cheB,cheW,cheY,cheZ,citG,citX,clsA,clsB,clsC,cmk,cmtA,cmtB,coaA,coaD,coaE,cobC,cobS,cobT,cobU,codA,cof,cpdB,cpsB,cpsG,cpxA,cra,creC,crr,csdA,cusS,cvpA,cyaA,cyaY,cybB,cydA,cydB,cydX,cynS,cynT,cynX,cyoA,cyoB,cyoC,cyoD,cyoE,cysB,cysC,cysD,cysE,cysG,cysH,cysI,cysJ,cysK,cysM,cysN,cysP,cysQ,cysZ,cyuA,cyuP,dcd,dcuA,dcuS,dcyD,decR,deoA,deoB,deoC,deoD,dfp,dgkA,dgoA,dgoD,dgoK,dgt,dhaK,dhaL,dhaM,dinG,dkgA,dkgB,dld,dmsA,dmsC,dpiB,dsbD,dut,dxr,dxs,edd,elbB,emrE,eno,entA,entE,envZ,epd,eptA,eptB,eptC,era,erpA,etk,etp,eutT,evgS,fabA,fabB,fabD,fabF,fabG,fabH,fabI,fabR,fabZ,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadK,fadM,fadR,fau,fbaA,fbaB,fbp,fcl,fdhD,fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fdrA,fdx,fepE,fixA,fixB,fldA,fldB,fliI,fmt,folA,folB,folC,folD,folE,folK,folM,folP,folX,fpr,frdA,frdB,frlB,frlD,frmA,frmB,fruA,fruB,fruK,frvA,frvB,frvR,frwB,frwD,fryA,fryB,fucK,fumA,fumB,galF,galK,galT,galU,gapA,garK,gatA,ggt,ghrB,glcB,gldA,glf,glk,glmM,glmS,glmU,glnL,gloA,gloB,gloC,glpC,glpD,glpK,glpX,glrK,gltX,glvB,glxK,glyA,gmd,gmhA,gmhB,gmk,gmm,gnd,gnsB,gntK,gntP,gntR,gntT,gor,gph,gpmA,gpmM,gpp,gpr,gpsA,gpt,grxA,grxB,grxC,grxD,gshA,gshB,gsk,gss,guaA,guaB,guaC,gudX,gutQ,hcaB,hcaC,hcaD,hcaE,hcaF,hchA,hcr,hemA,hemB,hemC,hemD,hemE,hemF,hemG,hemH,hemL,hemN,hemW,hemY,hflX,hipA,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisL,hldE,hprS,hpt,hscA,hxpA,hxpB,hyaA,hyaB,hyaC,hycC,hydN,hyfB,hypB,icd,iclR,idi,idnD,idnK,idnO,idnT,infA,infB,infC,iscA,iscS,iscU,iscX,ispA,ispB,ispD,ispE,ispF,ispG,ispH,katE,katG,kdgK,kdpD,kdsA,kdsB,kdsC,kdsD,kefF,kefG,lapA,lapB,ldcA,lgoD,lgoR,lipA,lipB,lpd,lplT,lpp,lpxA,lpxB,lpxC,lpxD,lpxH,lpxK,lpxL,lpxM,lpxP,lpxT,lsrK,lysC,lyxK,mak,malS,malX,malY,malZ,manA,manX,mdh,metA,metB,metC,metE,metF,metH,metJ,metK,metL,metR,mhpA,mhpB,mhpC,mhpD,mhpE,mhpF,mhpR,mmuM,mmuP,mngA,moaA,moaB,moaC,moaD,moaE,mobA,mobB,mocA,moeA,moeB,mog,mpaA,mrp,msrQ,mtlA,mtn,murA,murG,murP,nadA,nadB,nadC,nadD,nadE,nadK,nadR,nagA,nagB,nagE,nagK,nanA,nanE,nanK,napA,napC,narG,narH,narI,narQ,narV,narX,narY,narZ,ndh,ndk,nemA,nfuA,nnr,norV,npr,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,nrdH,nrfA,nrfB,nrfC,nrfD,nudB,nudE,nudF,nudK,nudL,nuoE,nuoG,nuoK,nuoL,nuoM,nuoN,opgB,otsA,otsB,oxc,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK,paaX,paaY,paaZ,pabA,pabB,pabC,pagP,panB,panC,panD,panE,panZ,paoA,pdxA,pdxB,pdxH,pdxJ,pdxK,pdxY,pepA,pepB,pepD,pepN,pepQ,pepT,pfkA,pfkB,pgi,pgk,pgl,pgpA,pgpB,pgpC,pgsA,pheA,phnN,phoA,phoQ,phoR,pldA,plsB,plsC,plsX,plsY,pncA,pncB,pncC,pntA,pntB,polA,ppa,pphA,pphB,pphC,ppk,ppsA,ppsR,pptA,ppx,prkB,proB,prs,psd,pssA,psuK,pta,ptsA,ptsG,ptsH,ptsI,ptsN,ptsP,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,pyrS,qseC,rbsK,rclA,rcsC,rcsD,rdgB,recQ,relA,rfaD,rfbA,rfbB,rfbC,rfbD,rfbX,rfe,rffG,rhaB,ribF,rihA,rihB,rihC,rnd,rpe,rpiA,rpiB,rpmE,rssA,rstB,rsxA,rsxB,rsxC,rsxD,rsxE,rsxG,sbp,scpB,sdhA,sdhB,sdhC,sdhD,selD,selU,serB,serC,sgcA,sgcB,sgcE,sixA,spoT,srkA,srlB,srlE,sseA,ssuA,ssuB,ssuC,ssuD,ssuE,sthA,sucA,sucD,sufA,sufB,sufC,sufD,sufE,sufS,suhB,talA,talB,tauD,tdcD,tdk,tesB,thiC,thiD,thiE,thiF,thiG,thiH,thiI,thiK,thiL,thiM,thiS,thrA,thrB,thyA,tktA,tktB,tmk,tnaA,tnaB,torA,torC,torS,torY,torZ,tpiA,treB,trpA,trpB,trpC,trpD,trpE,trpL,tsaE,tusA,tyrA,tyrB,tyrR,ubiB,ubiX,udk,udp,ugd,uhpB,uidA,ulaB,ulaC,umpG,umpH,upp,uppS,ushA,uspG,waaA,waaB,waaC,waaF,waaG,waaJ,waaL,waaO,waaP,waaQ,waaS,waaU,waaY,waaZ,wbbH,wbbI,wbbJ,wbbK,wcaA,wcaB,wcaC,wcaD,wcaE,wcaF,wcaI,wcaJ,wcaK,wcaL,wcaM,wzb,wzc,wzxC,wzzB,wzzE,xapA,xapB,xdhC,xylB,yadI,yaeI,yagE,yagF,yahF,yahI,yajL,yajO,ybcF,ybdZ,ybhA,ybiA,ybiB,ybiV,ybjI,ycaK,ycbX,ycdX,yceJ,yciA,yciH,yciV,ydbK,ydhU,ydhV,ydiB,ydiF,ydiQ,ydiR,ydjH,yeaE,yeaG,yeaW,yeaX,yedP,yegI,yegS,yegV,yegX,yeiG,yeiI,yfaE,yfaU,yfbR,yfcF,yfdG,yfdR,ygbK,ygcE,ygcQ,ygcR,ygfZ,yggC,yggF,ygiD,ygjP,yhbO,yheT,yhfW,yhgF,yhgH,yibF,yidA,yieF,yieH,yieK,yigB,yigL,yihQ,yihR,yihS,yihT,yihU,yihV,yihX,yiiM,yjcS,yjhG,yjhH,yjjG,yjjJ,yjjX,ymdB,ynbA,ynbD,ynfE,ynfF,ynfH,ynfK,yniA,ynjE,ynjF,yoaA,yodB,yqaB,yqeA,yqeF,yqgF,yrfG,ytfE,ytjC,zraS,zwf,	cellular metabolic process
GO:0006413	4	6	fmt,infA,infB,infC,rpmE,yciH,	translational initiation
GO:0044248	4	107	acs,agaI,ahpC,alsK,ampC,chaC,codA,cof,dgoA,dgoD,dgoK,dhaK,dkgA,dkgB,edd,fadA,frmA,frmB,ggt,ghrB,gldA,gloA,gloB,gloC,gnd,gntK,gntP,gntR,gntT,gpr,gudX,hcaB,hcaC,hcaD,hcaE,hcaF,hchA,idnD,idnK,idnO,idnT,katE,katG,ldcA,lgoD,lgoR,malS,malZ,mhpA,mhpB,mhpC,mhpD,mhpE,mhpF,mhpR,mpaA,nagA,nagB,nanA,nanE,nanK,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK,paaX,paaY,paaZ,pepA,pepB,pepD,pepN,pepQ,pepT,pfkA,ppx,pta,ssuD,ssuE,tauD,tyrR,uidA,yagE,yagF,ybhA,ycbX,yeaE,yegX,yeiG,yhbO,yieK,yihQ,yihR,yihS,yihT,yihU,yihV,yiiM,yjhG,yjhH,	cellular catabolic process
GO:0042182	5	11	dhaK,dkgA,dkgB,gldA,gloA,gloB,gloC,gpr,hchA,yeaE,yhbO,	ketone catabolic process
GO:0051596	6	10	dkgA,dkgB,gldA,gloA,gloB,gloC,gpr,hchA,yeaE,yhbO,	methylglyoxal catabolic process
GO:0061727	7	5	gloA,gloB,gloC,hchA,yhbO,	methylglyoxal catabolic process to lactate
GO:0019243	8	4	gloA,gloB,gloC,hchA,	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
GO:0019439	5	30	codA,fadA,hcaB,hcaC,hcaD,hcaE,hcaF,mhpA,mhpB,mhpC,mhpD,mhpE,mhpF,mhpR,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK,paaX,paaY,paaZ,tyrR,ybhA,	aromatic compound catabolic process
GO:0019622	6	3	mhpA,mhpB,mhpC,	3-(3-hydroxy)phenylpropionate catabolic process
GO:0032361	6	1	ybhA,	pyridoxal phosphate catabolic process
GO:0006209	6	1	codA,	cytosine catabolic process
GO:0046271	6	1	mhpB,	phenylpropanoid catabolic process
GO:0010124	6	15	fadA,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK,paaX,paaY,paaZ,	phenylacetate catabolic process
GO:0019380	6	11	hcaB,hcaC,hcaD,hcaE,hcaF,mhpA,mhpB,mhpC,mhpD,mhpE,mhpF,	3-phenylpropionate catabolic process
GO:0043171	5	10	chaC,ggt,ldcA,mpaA,pepA,pepB,pepD,pepN,pepQ,pepT,	peptide catabolic process
GO:0006751	6	2	chaC,ggt,	glutathione catabolic process
GO:0009050	6	2	ldcA,mpaA,	glycopeptide catabolic process
GO:0006798	5	1	ppx,	polyphosphate catabolic process
GO:0044273	5	11	chaC,ggt,ssuD,ssuE,tauD,yihQ,yihR,yihS,yihT,yihU,yihV,	sulfur compound catabolic process
GO:0046306	6	2	ssuD,ssuE,	alkanesulfonate catabolic process
GO:1902777	6	6	yihQ,yihR,yihS,yihT,yihU,yihV,	6-sulfoquinovose(1-) catabolic process
GO:0061720	6	5	yihQ,yihS,yihT,yihU,yihV,	6-sulfoquinovose(1-) catabolic process to glycerone phosphate and 3-sulfolactaldehyde
GO:0009407	5	18	fadA,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK,paaX,paaY,paaZ,ycbX,yihU,yiiM,	toxin catabolic process
GO:0017001	5	29	acs,agaI,ahpC,alsK,ampC,cof,frmA,frmB,hcaB,hcaC,hcaD,hcaE,hcaF,katE,katG,mhpA,mhpB,mhpC,mhpD,mhpE,mhpF,nagA,nagB,nanA,nanE,nanK,pta,yeiG,yieK,	antibiotic catabolic process
GO:0045733	6	2	acs,pta,	acetate catabolic process
GO:0042744	6	3	ahpC,katE,katG,	hydrogen peroxide catabolic process
GO:0046294	6	3	frmA,frmB,yeiG,	formaldehyde catabolic process
GO:0006730	4	12	fau,folA,folC,folD,folE,folM,glyA,metE,metF,metH,metK,purU,	one-carbon metabolic process
GO:0035999	5	6	fau,folD,glyA,metE,metF,metH,	tetrahydrofolate interconversion
GO:0006790	4	91	asd,bioA,bioB,bioC,bioD,bioD2,bioF,bioH,birA,cbl,chaC,csdA,cyaY,cysB,cysC,cysD,cysE,cysH,cysI,cysJ,cysK,cysM,cysN,cysP,cysQ,cysZ,cyuA,cyuP,dcyD,decR,erpA,fabG,fabI,fdx,folD,fpr,ggt,gor,gshA,gshB,gss,hscA,iscA,iscS,iscU,iscX,lipA,lipB,malY,metA,metB,metC,metE,metF,metH,metJ,metL,metR,mmuM,mmuP,mrp,mtn,nfuA,sbp,sseA,ssuA,ssuB,ssuC,ssuD,ssuE,sufA,sufB,sufC,sufD,sufE,sufS,tauD,wcaB,yfcF,ygfZ,yibF,yihQ,yihR,yihS,yihT,yihU,yihV,yjcS,ynfK,ynjE,ytfE,	sulfur compound metabolic process
GO:0006768	5	11	bioA,bioB,bioC,bioD,bioD2,bioF,bioH,birA,fabG,fabI,ynfK,	biotin metabolic process
GO:0019419	4	2	cysD,cysH,	sulfate reduction
GO:0019379	5	1	cysH,	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0050427	5	1	cysQ,	3'-phosphoadenosine 5'-phosphosulfate metabolic process
GO:0031162	5	2	sufE,sufS,	sulfur incorporation into metallo-sulfur cluster
GO:0000096	5	32	asd,cbl,csdA,cysB,cysE,cysI,cysJ,cysK,cysM,cysZ,cyuA,cyuP,dcyD,decR,folD,malY,metA,metB,metC,metE,metF,metH,metJ,metL,metR,mmuM,mmuP,mtn,sseA,sufS,wcaB,ynjE,	sulfur amino acid metabolic process
GO:0006555	6	15	asd,folD,malY,metA,metB,metC,metE,metF,metH,metJ,metL,metR,mmuM,mmuP,mtn,	methionine metabolic process
GO:0009086	7	15	asd,folD,malY,metA,metB,metC,metE,metF,metH,metJ,metL,metR,mmuM,mmuP,mtn,	methionine biosynthetic process
GO:0050667	6	5	metB,metE,metH,sseA,ynjE,	homocysteine metabolic process
GO:0019346	7	3	metB,sseA,ynjE,	transsulfuration
GO:0006534	6	17	cbl,cysB,cysE,cysI,cysJ,cysK,cysM,cysZ,cyuA,cyuP,dcyD,decR,metB,sseA,sufS,wcaB,ynjE,	cysteine metabolic process
GO:0019344	7	10	cbl,cysB,cysE,cysI,cysJ,cysK,cysM,cysZ,metB,wcaB,	cysteine biosynthetic process
GO:0006535	8	4	cysE,cysK,cysM,wcaB,	cysteine biosynthetic process from serine
GO:0019343	8	1	metB,	cysteine biosynthetic process via cystathionine
GO:0009093	7	4	cyuA,cyuP,dcyD,decR,	cysteine catabolic process
GO:0019447	8	1	dcyD,	D-cysteine catabolic process
GO:0006749	5	8	chaC,ggt,gor,gshA,gshB,gss,yfcF,yibF,	glutathione metabolic process
GO:0033477	5	1	mmuM,	S-methylmethionine metabolic process
GO:0033528	6	1	mmuM,	S-methylmethionine cycle
GO:0000103	5	8	cysC,cysD,cysH,cysI,cysJ,cysN,cysQ,cysZ,	sulfate assimilation
GO:0018909	5	1	yjcS,	dodecyl sulfate metabolic process
GO:0006793	4	421	aas,aceE,aceF,aceK,ackA,acpP,add,adk,agaB,agaI,agaV,agp,ais,alsK,amn,anmK,aphA,appA,appB,appC,apt,araB,arcB,argB,arnA,arnB,arnC,arnD,arnE,arnF,arnT,aroK,aroL,ascF,atoS,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,bacA,baeS,barA,basS,bcsA,bcsB,bglF,btsS,carA,carB,cca,cdh,cdsA,chbB,cheA,cheB,cheW,cheY,cheZ,citG,clsA,clsB,clsC,cmk,cmtA,cmtB,coaA,coaD,coaE,cobC,cobU,cof,cpdB,cpxA,cra,creC,crr,cusS,cyaA,cydA,cydB,cydX,cysC,cysQ,dcd,dcuS,deoB,deoC,dfp,dgkA,dgoK,dhaK,dhaL,dhaM,dpiB,dut,dxr,dxs,eno,envZ,eptA,eptB,era,etk,etp,evgS,fabZ,fadD,fbaA,fbaB,fbp,fdrA,fepE,fliI,folD,folE,folK,frlB,frlD,fruA,fruB,fruK,frvA,frvB,frvR,frwB,frwD,fryA,fryB,fucK,galF,galK,galT,galU,gapA,garK,gatA,glk,glmM,glmS,glmU,glnL,glpK,glpX,glrK,glvB,glxK,gmhB,gmk,gnd,gntK,gph,gpmA,gpmM,gpp,gpsA,gpt,grxA,grxC,gsk,guaA,guaB,guaC,hchA,hflX,hipA,hisB,hldE,hprS,hpt,hxpA,hxpB,idi,idnK,ispA,ispD,ispE,ispF,ispG,ispH,kdgK,kdpD,kdsC,lpd,lplT,lpxA,lpxB,lpxC,lpxD,lpxH,lpxK,lpxL,lpxM,lpxP,lpxT,lsrK,lysC,lyxK,mak,malX,manX,mdh,metL,mngA,mobA,mocA,mtlA,murP,nadA,nadB,nadC,nadD,nadE,nadK,nadR,nagB,nagE,nagK,nanK,narQ,narX,ndk,npr,nrdA,nrdB,nrdD,nrdE,nrdF,nudE,nudF,nudK,nudL,otsA,otsB,pagP,pdxK,pdxY,pfkA,pfkB,pgi,pgk,pgl,pgpA,pgpB,pgpC,pgsA,phnN,phoA,phoQ,phoR,pldA,plsB,plsC,plsX,plsY,pncA,pncB,pncC,ppa,pphA,pphB,pphC,ppk,ppsA,ppsR,ppx,prkB,proB,prs,psd,pssA,psuK,ptsA,ptsG,ptsH,ptsI,ptsN,ptsP,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,pyrS,qseC,rbsK,rcsC,rcsD,rdgB,relA,rhaB,ribF,rpe,rpiA,rpiB,rssA,rstB,selD,serB,sgcA,sgcB,sixA,spoT,srkA,srlB,srlE,sucA,sucD,suhB,talA,talB,tdcD,tdk,thiD,thiK,thiL,thiM,thrA,thrB,thyA,tktA,tktB,tmk,torS,tpiA,treB,tsaE,ubiB,udk,udp,uhpB,ulaB,ulaC,umpG,umpH,upp,ushA,uspG,waaA,waaP,waaY,wzb,wzc,wzzB,wzzE,xapA,xylB,yadI,yaeI,yahF,yahI,yajL,ybcF,ybhA,ybiV,ybjI,ycdX,yciV,ydjH,yeaG,yedP,yegI,yegS,yegV,yeiI,yfbR,yfdR,ygbK,ygcE,yggC,yggF,ygjP,yhbO,yhfW,yidA,yieH,yieK,yigB,yigL,yihQ,yihS,yihT,yihU,yihV,yihX,yjjG,yjjJ,yjjX,ynbA,ynbD,yniA,ynjF,yqaB,yqeA,yrfG,ytjC,zraS,zwf,	phosphorus metabolic process
GO:0006796	5	413	aas,aceE,aceF,aceK,ackA,acpP,add,adk,agaB,agaV,agp,ais,alsK,amn,anmK,aphA,appA,appB,appC,apt,araB,arcB,argB,arnA,arnB,arnC,arnD,arnE,arnF,arnT,aroK,aroL,ascF,atoS,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,bacA,baeS,barA,basS,bglF,btsS,carA,carB,cca,cdh,cdsA,chbB,cheA,cheB,cheW,cheY,cheZ,citG,clsA,clsB,clsC,cmk,cmtA,cmtB,coaA,coaD,coaE,cobC,cobU,cof,cpdB,cpxA,cra,creC,crr,cusS,cyaA,cydA,cydB,cydX,cysC,cysQ,dcd,dcuS,deoB,deoC,dfp,dgkA,dgoK,dhaK,dhaL,dhaM,dpiB,dut,dxr,dxs,eno,envZ,eptA,eptB,era,etk,etp,evgS,fabZ,fadD,fbaA,fbaB,fbp,fdrA,fepE,fliI,folD,folE,folK,frlB,frlD,fruA,fruB,fruK,frvA,frvB,frvR,frwB,frwD,fryA,fryB,fucK,galK,galT,gapA,garK,gatA,glk,glmM,glmS,glmU,glnL,glpK,glpX,glrK,glvB,glxK,gmhB,gmk,gnd,gntK,gph,gpmA,gpmM,gpp,gpsA,gpt,grxA,grxC,gsk,guaA,guaB,guaC,hchA,hflX,hipA,hisB,hldE,hprS,hpt,hxpA,hxpB,idi,idnK,ispA,ispD,ispE,ispF,ispG,ispH,kdgK,kdpD,kdsC,lpd,lplT,lpxA,lpxB,lpxC,lpxD,lpxH,lpxK,lpxL,lpxM,lpxP,lpxT,lsrK,lysC,lyxK,mak,malX,manX,mdh,metL,mngA,mobA,mocA,mtlA,murP,nadA,nadB,nadC,nadD,nadE,nadK,nadR,nagE,nagK,nanK,narQ,narX,ndk,npr,nrdA,nrdB,nrdD,nrdE,nrdF,nudE,nudF,nudK,nudL,otsA,otsB,pagP,pdxK,pdxY,pfkA,pfkB,pgi,pgk,pgl,pgpA,pgpB,pgpC,pgsA,phnN,phoA,phoQ,phoR,pldA,plsB,plsC,plsX,plsY,pncA,pncB,pncC,ppa,pphA,pphB,pphC,ppk,ppsA,ppsR,prkB,proB,prs,psd,pssA,psuK,ptsA,ptsG,ptsH,ptsI,ptsN,ptsP,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,pyrS,qseC,rbsK,rcsC,rcsD,rdgB,relA,rhaB,ribF,rpe,rpiA,rpiB,rssA,rstB,selD,serB,sgcA,sgcB,sixA,spoT,srkA,srlB,srlE,sucA,sucD,suhB,talA,talB,tdcD,tdk,thiD,thiK,thiL,thiM,thrA,thrB,thyA,tktA,tktB,tmk,torS,tpiA,treB,tsaE,ubiB,udk,udp,uhpB,ulaB,ulaC,umpG,umpH,upp,ushA,uspG,waaA,waaP,waaY,wzb,wzc,wzzB,wzzE,xapA,xylB,yadI,yaeI,yahF,yahI,yajL,ybcF,ybhA,ybiV,ybjI,ycdX,yciV,ydjH,yeaG,yedP,yegI,yegS,yegV,yeiI,yfbR,yfdR,ygbK,ygcE,yggC,yggF,ygjP,yhbO,yhfW,yidA,yieH,yigB,yigL,yihQ,yihS,yihT,yihU,yihV,yihX,yjjG,yjjJ,yjjX,ynbA,ynbD,yniA,ynjF,yqaB,yqeA,yrfG,ytjC,zraS,zwf,	phosphate-containing compound metabolic process
