go_id	branch	name	genes	childrend	parent	color
GO:0009011	F	starch synthase activity	glgA,	NA	GO:0046527,	lightblue
GO:0003844	F	1,4-alpha-glucan branching enzyme activity	glgB,	NA	GO:0016758,	lightblue
GO:0008878	F	glucose-1-phosphate adenylyltransferase activity	glgC,	NA	GO:0070566,	lightblue
GO:0008184	F	glycogen phosphorylase activity	malP,glgP,	NA	GO:0004645,	lightblue
GO:0004135	F	amylo-alpha-1,6-glucosidase activity	glgX,	NA	GO:0090599,GO:0004133,	lightblue
GO:0008966	F	phosphoglucosamine mutase activity	glmM,	NA	GO:0016868,	lightblue
GO:0003977	F	UDP-N-acetylglucosamine diphosphorylase activity	glmU,	NA	GO:0070569,	lightblue
GO:0019134	F	glucosamine-1-phosphate N-acetyltransferase activity	glmU,	NA	GO:0008080,	lightblue
GO:0004356	F	glutamate-ammonia ligase activity	glnA,	NA	GO:0016211,	lightblue
GO:0019676	P	ammonia assimilation cycle	glnA,gltB,	NA	GO:0006541,GO:0006536,GO:0019740,	lightgreen
GO:0008773	F	[protein-PII] uridylyltransferase activity	glnD,	NA	GO:0140096,GO:0070569,	lightblue
GO:0008882	F	[glutamate-ammonia-ligase] adenylyltransferase activity	glnE,	NA	GO:0070566,	lightblue
GO:0004819	F	glutamine-tRNA ligase activity	glnS,	NA	GO:0004812,	lightblue
GO:0004462	F	lactoylglutathione lyase activity	gloA,	NA	GO:0016846,	lightblue
GO:0016151	F	nickel cation binding	hybC,nikC,zraP,hybF,nikA,hypB,nikR,nikB,gloA,hyaB,yfaU,ybeY,hypA,slyD,hycE,	NA	GO:0046914,	lightblue
GO:0004416	F	hydroxyacylglutathione hydrolase activity	yeiG,gloC,gloB,	NA	GO:0016790,	lightblue
GO:0009331	C	glycerol-3-phosphate dehydrogenase complex	glpD,glpC,glpA,glpB,	NA	GO:1990204,GO:0044444,	salmon
GO:0046168	P	glycerol-3-phosphate catabolic process	glpD,glpC,glpA,glpB,	NA	GO:1901136,GO:0006072,GO:0046434,	lightgreen
GO:0004792	F	thiosulfate sulfurtransferase activity	ygaP,pspE,sseA,glpE,	NA	GO:0016783,	lightblue
GO:0015254	F	glycerol channel activity	glpF,	NA	GO:0015168,GO:0015267,	lightblue
GO:0015793	P	glycerol transport	glpF,glpT,	NA	GO:0008643,GO:0015791,	lightgreen
GO:0071288	P	cellular response to mercury ion	glpF,gshA,	NA	GO:0046689,GO:0071248,	lightgreen
GO:0004370	F	glycerol kinase activity	glpK,	NA	GO:0016301,GO:0016773,	lightblue
GO:0008889	F	glycerophosphodiester phosphodiesterase activity	ugpQ,glpQ,	NA	GO:0008081,	lightblue
GO:0015527	F	glycerol-phosphate:inorganic phosphate antiporter activity	glpT,	NA	GO:0015315,GO:0015168,	lightblue
GO:0015794	P	glycerol-3-phosphate transmembrane transport	ugpA,ugpC,ugpE,ugpB,glpT,	NA	GO:1901264,GO:0015748,GO:0015711,GO:0098656,	lightgreen
GO:0001151	F	transcription factor activity, bacterial-type RNA polymerase transcription enhancer sequence-specific binding	glrR,norR,	NA	GO:0001130,	lightblue
GO:0004359	F	glutaminase activity	glsA2,glsA,glsA1,glsB,	NA	GO:0016811,	lightblue
GO:0004355	F	glutamate synthase (NADPH) activity	gltD,gltB,	NA	GO:0045181,	lightblue
GO:0016595	F	glutamate binding	gltI,	NA	GO:0016597,	lightblue
GO:0070335	F	aspartate binding	gltI,	NA	GO:0016597,	lightblue
GO:0004818	F	glutamate-tRNA ligase activity	gluQ,gltX,	NA	GO:0004812,	lightblue
GO:0004372	F	glycine hydroxymethyltransferase activity	glyA,	NA	GO:0016742,	lightblue
GO:0019264	P	glycine biosynthetic process from serine	glyA,	NA	GO:0006545,GO:0006563,	lightgreen
GO:0008446	F	GDP-mannose 4,6-dehydratase activity	gmd,	NA	GO:0016836,	lightblue
GO:0042351	P	'de novo' GDP-L-fucose biosynthetic process	gmd,	NA	GO:0042350,	lightgreen
GO:0034200	F	D,D-heptose 1,7-bisphosphate phosphatase activity	gmhB,	NA	GO:0016791,	lightblue
GO:0004385	F	guanylate kinase activity	phnN,gmk,	NA	GO:0019201,GO:0016776,	lightblue
GO:0008727	F	GDP-mannose mannosyl hydrolase activity	gmm,	NA	GO:0015923,	lightblue
GO:0047917	F	GDP-glucosidase activity	gmm,	NA	GO:0015926,	lightblue
GO:0004616	F	phosphogluconate dehydrogenase (decarboxylating) activity	gnd,	NA	GO:0016616,	lightblue
GO:0006098	P	pentose-phosphate shunt	gnd,zwf,tktA,pgl,tktB,	NA	GO:0019693,GO:0006739,GO:0051156,GO:0019682,	lightgreen
GO:0046316	F	gluconokinase activity	idnK,gntK,	NA	GO:0016301,GO:0016773,	lightblue
GO:0004362	F	glutathione-disulfide reductase activity	gor,	NA	GO:0016209,GO:0015038,GO:0016668,	lightblue
GO:0008967	F	phosphoglycolate phosphatase activity	gph,	NA	GO:0016791,	lightblue
GO:0046538	F	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	gpmA,	NA	GO:0004619,	lightblue
GO:0046537	F	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	gpmM,	NA	GO:0004619,	lightblue
GO:0008894	F	guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity	gppA,gpp,	NA	GO:0016462,	lightblue
GO:0036439	F	glycerol-3-phosphate dehydrogenase [NADP+] activity	gpsA,	NA	GO:0016616,	lightblue
GO:0047952	F	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	gpsA,	NA	GO:0016616,	lightblue
GO:0000310	F	xanthine phosphoribosyltransferase activity	gpt,	NA	GO:0016763,	lightblue
GO:0004422	F	hypoxanthine phosphoribosyltransferase activity	gpt,hpt,	NA	GO:0016763,	lightblue
GO:0032263	P	GMP salvage	gpt,hpt,	NA	GO:0032261,GO:0006177,GO:0006166,	lightgreen
GO:0032264	P	IMP salvage	gpt,hpt,	NA	GO:0032261,GO:0006188,	lightgreen
GO:0032265	P	XMP salvage	gpt,	NA	GO:0032261,GO:0097293,	lightgreen
GO:0008861	F	formate C-acetyltransferase activity	grcA,ybiW,pflB,tdcE,	NA	GO:0016453,	lightblue
GO:0001108	F	bacterial-type RNA polymerase holo enzyme binding	greA,phoB,soxS,	NA	GO:0001098,	lightblue
GO:0019068	P	virion assembly	groL,groS,	NA	GO:0016032,	lightgreen
GO:1990220	C	GroEL-GroES complex	groL,groS,	NA	GO:0016465,	salmon
GO:0000774	F	adenyl-nucleotide exchange factor activity	grpE,	NA	GO:0030554,GO:0060590,	lightblue
GO:0005623	C	cell	hcaD,nrdH,grxA,	NA	GO:0005575,	salmon
GO:0097573	F	glutathione oxidoreductase activity	grxB,	NA	GO:0015035,	lightblue
GO:0043295	F	glutathione binding	grxC,	NA	GO:0043168,GO:0072341,GO:1900750,GO:1901681,GO:0048037,	lightblue
GO:0004357	F	glutamate-cysteine ligase activity	gshA,	NA	GO:0016881,	lightblue
GO:0006750	P	glutathione biosynthetic process	gshB,gshA,	NA	GO:0051188,GO:0042398,GO:0006749,GO:0044272,GO:0019184,	lightgreen
GO:0004363	F	glutathione synthase activity	gshB,	NA	GO:0016881,	lightblue
GO:0034634	F	glutathione transmembrane transporter activity	gsiC,gsiD,gsiA,	NA	GO:0042937,GO:1901682,GO:0072349,GO:0008514,GO:0051184,	lightblue
GO:0008906	F	inosine kinase activity	gsk,	NA	GO:0016301,GO:0016773,	lightblue
GO:0015627	C	type II protein secretion system complex	gspE,gspI,	NA	GO:0032991,GO:0044464,	salmon
GO:0015628	P	protein secretion by the type II secretion system	gspJ,gspF,gspE,hofC,gspI,	NA	GO:0009306,GO:0098776,	lightgreen
GO:0008884	F	glutathionylspermidine amidase activity	gss,	NA	GO:0016811,	lightblue
GO:0008885	F	glutathionylspermidine synthase activity	gss,	NA	GO:0016880,	lightblue
GO:0004364	F	glutathione transferase activity	gstB,gstA,yfcF,yqjG,yibF,	NA	GO:0016765,	lightblue
GO:0003921	F	GMP synthase activity	guaA,	NA	GO:0016879,	lightblue
GO:0003922	F	GMP synthase (glutamine-hydrolyzing) activity	guaA,	NA	GO:0016884,	lightblue
GO:0003938	F	IMP dehydrogenase activity	guaB,	NA	GO:0016616,	lightblue
GO:0006183	P	GTP biosynthetic process	guaB,	NA	GO:0009206,GO:0009152,GO:0046039,GO:1901070,	lightgreen
GO:0003920	F	GMP reductase activity	guaC,	NA	GO:0016657,	lightblue
GO:0008892	F	guanine deaminase activity	guaD,	NA	GO:0019239,GO:0016814,	lightblue
GO:0018756	F	ammeline aminohydrolase activity	guaD,	NA	GO:0016813,	lightblue
GO:0008872	F	glucarate dehydratase activity	gudD,	NA	GO:0016836,	lightblue
GO:0019146	F	arabinose-5-phosphate isomerase activity	gutQ,kdsD,	NA	GO:0016861,	lightblue
GO:0019294	P	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	kdsA,gutQ,kdsD,kdsB,	NA	GO:0046394,GO:0046364,GO:0046400,	lightgreen
GO:0006265	P	DNA topological change	topA,gyrA,gyrB,parC,parE,	NA	GO:0006259,GO:0071103,	lightgreen
GO:0009330	C	DNA topoisomerase complex (ATP-hydrolyzing)	gyrA,gyrB,parC,parE,	NA	GO:0032991,GO:0044424,	salmon
GO:0034335	F	DNA supercoiling activity	gyrA,gyrB,	NA	GO:0003918,	lightblue
GO:0019380	P	3-phenylpropionate catabolic process	hcaF,hcaC,hcaD,hcaE,hcaB,	NA	GO:0042178,GO:1901361,GO:0072329,GO:0019439,GO:0017001,GO:0018962,	lightgreen
GO:0036524	F	protein deglycase activity	yhbO,hchA,yajL,	NA	GO:0140096,GO:0016836,	lightblue
GO:0046210	P	nitric oxide catabolic process	hmp,norV,hcp,norW,	NA	GO:0044270,GO:0046209,GO:0042135,GO:0042737,	lightgreen
GO:0050418	F	hydroxylamine reductase activity	hcp,	NA	GO:0016661,	lightblue
GO:0008709	F	cholate 7-alpha-dehydrogenase activity	hdhA,	NA	GO:0033764,	lightblue
GO:0030573	P	bile acid catabolic process	hdhA,	NA	GO:0072329,GO:0008206,	lightgreen
GO:0008883	F	glutamyl-tRNA reductase activity	hemA,yfdG,	NA	GO:0016620,GO:0140101,	lightblue
GO:0019353	P	protoporphyrinogen IX biosynthetic process from glutamate	hemN,hemA,hemF,hemE,	NA	GO:0006782,GO:0033526,	lightgreen
GO:0004655	F	porphobilinogen synthase activity	hemB,	NA	GO:0016836,	lightblue
GO:0004418	F	hydroxymethylbilane synthase activity	hemC,	NA	GO:0016765,	lightblue
GO:0018160	P	peptidyl-pyrromethane cofactor linkage	hemC,	NA	GO:0018198,GO:0018065,	lightgreen
GO:0004852	F	uroporphyrinogen-III synthase activity	hemD,	NA	GO:0016836,	lightblue
GO:0004853	F	uroporphyrinogen decarboxylase activity	hemE,	NA	GO:0016831,	lightblue
GO:0006780	P	uroporphyrinogen III biosynthetic process	hemE,	NA	GO:0046394,GO:0046502,GO:0006779,	lightgreen
GO:0004109	F	coproporphyrinogen oxidase activity	hemF,	NA	GO:0016634,	lightblue
GO:0004729	F	oxygen-dependent protoporphyrinogen oxidase activity	hemG,	NA	GO:0016634,GO:0070818,	lightblue
GO:0070819	F	menaquinone-dependent protoporphyrinogen oxidase activity	hemG,	NA	GO:0016635,GO:0070818,	lightblue
GO:0042286	F	glutamate-1-semialdehyde 2,1-aminomutase activity	hemL,	NA	GO:0016869,	lightblue
GO:0051989	F	coproporphyrinogen dehydrogenase activity	hemN,	NA	GO:0016627,	lightblue
GO:0019042	P	viral latency	hflX,	NA	GO:0016032,	lightgreen
GO:0032790	P	ribosome disassembly	hflX,infC,	NA	GO:1903008,GO:0032988,	lightgreen
GO:0045975	P	positive regulation of translation, ncRNA-mediated	hfq,	NA	GO:0045974,GO:0045727,	lightgreen
GO:0043530	F	adenosine 5'-monophosphoramidase activity	hinT,	NA	GO:0016811,	lightblue
GO:0000985	F	bacterial-type RNA polymerase core promoter sequence-specific DNA binding	hipB,	NA	GO:0001046,GO:0000984,	lightblue
GO:0000105	P	histidine biosynthetic process	hisG,hisB,hisI,hisF,hisC,hisD,hisH,hisA,	NA	GO:0018130,GO:0019438,GO:0006547,GO:1901362,GO:1901607,	lightgreen
GO:0000162	P	tryptophan biosynthetic process	trpC,trpGD,menF,trpD,trpE,trpA,trpB,hisA,pabA,	NA	GO:0046219,GO:0009073,GO:0006568,GO:1901607,	lightgreen
GO:0003949	F	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	hisA,	NA	GO:0016861,	lightblue
GO:0004401	F	histidinol-phosphatase activity	hisB,	NA	GO:0016791,	lightblue
GO:0004424	F	imidazoleglycerol-phosphate dehydratase activity	hisB,	NA	GO:0016836,	lightblue
GO:0004400	F	histidinol-phosphate transaminase activity	hisC,	NA	GO:0008483,	lightblue
GO:0004399	F	histidinol dehydrogenase activity	hisD,	NA	GO:0016616,	lightblue
GO:0000107	F	imidazoleglycerol-phosphate synthase activity	hisH,hisF,	NA	GO:0016763,	lightblue
GO:0009382	C	imidazoleglycerol-phosphate synthase complex	hisH,hisF,	NA	GO:1990234,GO:0044444,	salmon
GO:0003879	F	ATP phosphoribosyltransferase activity	hisG,	NA	GO:0016763,	lightblue
GO:0004635	F	phosphoribosyl-AMP cyclohydrolase activity	hisI,	NA	GO:0019238,	lightblue
GO:0004636	F	phosphoribosyl-ATP diphosphatase activity	hisI,	NA	GO:0016462,	lightblue
GO:0005291	F	high-affinity L-histidine transmembrane transporter activity	hisP,hisQ,	NA	GO:0005290,GO:0005287,	lightblue
GO:1903810	P	L-histidine import across plasma membrane	hisP,hisQ,	NA	GO:0089718,GO:0089709,	lightgreen
GO:0004821	F	histidine-tRNA ligase activity	hisS,	NA	GO:0004812,	lightblue
GO:0009405	P	pathogenesis	phoU,hlyE,ychO,	NA	GO:0044419,	lightgreen
GO:0008941	F	nitric oxide dioxygenase activity	hmp,	NA	GO:0016708,	lightblue
GO:0003680	F	AT DNA binding	stpA,hns,	NA	GO:1990837,	lightblue
GO:0015976	P	carbon utilization	hofO,hofN,hofM,hofQ,hofP,rlmJ,yhgH,nfuA,	NA	GO:0008150,	lightgreen
GO:0009360	C	DNA polymerase III complex	holB,holA,	NA	GO:0042575,	salmon
GO:0043847	C	DNA polymerase III, clamp loader chi/psi subcomplex	holC,	NA	GO:0032991,GO:0044424,	salmon
GO:0022627	C	cytosolic small ribosomal subunit	rpsU,rpsB,rpsT,rpsL,rpsF,raiA,rpsS,rpsD,rpsA,rpsG,rpsE,rpsJ,sra,rpsQ,rpsN,rpsM,rbbA,rpsO,rpsI,rpsP,rpsR,rpsK,hpf,rpsC,rpsH,	NA	GO:0044445,GO:0015935,	salmon
GO:0006178	P	guanine salvage	hpt,	NA	GO:0043096,GO:0046099,	lightgreen
GO:1990230	C	iron-sulfur cluster transfer complex	hscB,hscA,	NA	GO:0044445,GO:1990234,	salmon
GO:0004298	F	threonine-type endopeptidase activity	hslV,	NA	GO:0004175,GO:0070003,	lightblue
GO:1990178	C	HU-DNA complex	hupA,	NA	GO:0044424,GO:0044422,GO:0032993,GO:1990104,	salmon
GO:0043136	F	glycerol-3-phosphatase activity	yfbT,hxpA,	NA	GO:0016791,	lightblue
GO:0050084	F	mannitol-1-phosphatase activity	hxpB,hxpA,	NA	GO:0016791,	lightblue
GO:0050286	F	sorbitol-6-phosphatase activity	hxpB,hxpA,	NA	GO:0016791,	lightblue
GO:0003850	F	2-deoxyglucose-6-phosphatase activity	hxpB,yieH,yniC,	NA	GO:0050308,	lightblue
GO:0004346	F	glucose-6-phosphatase activity	hxpB,yieH,yniC,	NA	GO:0050309,	lightblue
GO:0044569	C	[Ni-Fe] hydrogenase complex	hybC,hyaC,hybO,hyaB,hybA,hybB,hyaA,	NA	GO:1902494,	salmon
GO:0033748	F	hydrogenase (acceptor) activity	hybC,phoA,hybA,hybB,	NA	GO:0016695,	lightblue
GO:0047067	F	hydrogen:quinone oxidoreductase activity	hybA,	NA	GO:0046994,	lightblue
GO:0031236	C	extrinsic component of periplasmic side of plasma membrane	hybC,mcbA,hybO,	NA	GO:0031232,	salmon
GO:0070678	F	preprotein binding	hybE,	NA	GO:0005515,	lightblue
GO:1902670	F	carbon dioxide binding	hybG,hypC,	NA	GO:0008144,	lightblue
GO:0006212	P	uracil catabolic process	preA,ydfG,rutG,rutC,rutF,rutA,rutE,hyfA,hycB,rutB,rutD,	NA	GO:0019860,GO:0042737,GO:0006208,	lightgreen
GO:0009375	C	ferredoxin hydrogenase complex	hycF,hycC,hycD,hycG,hycB,hycE,	NA	GO:0044424,GO:1990204,	salmon
GO:0017113	F	dihydropyrimidine dehydrogenase (NADP+) activity	preA,hyfA,hycB,	NA	GO:0016628,	lightblue
GO:0008137	F	NADH dehydrogenase (ubiquinone) activity	hyfI,nuoB,nuoK,nuoC,nuoJ,nuoN,nuoE,ndh,nuoA,	NA	GO:0050136,	lightblue
GO:0008903	F	hydroxypyruvate isomerase activity	hyi,ygbM,	NA	GO:0016861,	lightblue
GO:0046892	P	peptidyl-S-carbamoyl-L-cysteine dehydration	hypE,	NA	GO:0018249,GO:0018198,	lightgreen
GO:0008798	F	beta-aspartyl-peptidase activity	iaaA,iadA,	NA	GO:0008242,	lightblue
GO:0016540	P	protein autoprocessing	panD,iaaA,	NA	GO:0016485,	lightgreen
GO:1990169	P	stress response to copper ion	ibpB,	NA	GO:0097501,GO:0046688,	lightgreen
GO:0004450	F	isocitrate dehydrogenase (NADP+) activity	icd,	NA	GO:0004448,	lightblue
GO:0004452	F	isopentenyl-diphosphate delta-isomerase activity	idi,	NA	GO:0016863,	lightblue
GO:0046183	P	L-idonate catabolic process	idnK,idnO,idnD,	NA	GO:0046176,GO:0019523,	lightgreen
GO:0050572	F	L-idonate 5-dehydrogenase activity	idnD,	NA	GO:0016616,	lightblue
GO:0008874	F	gluconate 5-dehydrogenase activity	idnO,	NA	GO:0008875,	lightblue
GO:0015568	F	L-idonate transmembrane transporter activity	idnT,	NA	GO:0042879,	lightblue
GO:0015726	P	L-idonate transmembrane transport	idnT,	NA	GO:0042873,	lightgreen
GO:0004822	F	isoleucine-tRNA ligase activity	ileS,	NA	GO:0004812,	lightblue
GO:0003984	F	acetolactate synthase activity	ilvH,ilvI,ilvM,ilvB,ilvN,	NA	GO:0016744,	lightblue
GO:0005948	C	acetolactate synthase complex	ilvH,ilvB,ilvN,	NA	GO:1990234,GO:0044444,	salmon
GO:0004455	F	ketol-acid reductoisomerase activity	ilvC,	NA	GO:0016616,	lightblue
GO:0004160	F	dihydroxy-acid dehydratase activity	ilvD,	NA	GO:0016836,	lightblue
GO:0006532	P	aspartate biosynthetic process	tyrB,ilvE,	NA	GO:0043650,GO:0009067,GO:0006531,	lightgreen
GO:0003743	F	translation initiation factor activity	infB,infC,	NA	GO:0008135,	lightblue
GO:0004803	F	transposase activity	insI3,insI-2,insI1,insI4,insH-6,	NA	GO:0140097,	lightblue
GO:0008979	F	prophage integrase activity	intD,intA,	NA	GO:0008907,GO:0009009,	lightblue
GO:0032359	P	provirus excision	xisR,intA,intS,	NA	GO:0019046,	lightgreen
GO:0075713	P	establishment of integrated proviral latency	intE,intQ,intZ,	NA	GO:0019043,	lightgreen
GO:0043856	F	anti-sigma factor antagonist activity	rseP,iraD,iraM,iraP,	NA	GO:0000989,	lightblue
GO:0010350	P	cellular response to magnesium starvation	phoQ,iraM,	NA	GO:0009267,	lightgreen
GO:0009000	F	selenocysteine lyase activity	iscS,sufS,	NA	GO:0016846,	lightblue
GO:0031071	F	cysteine desulfurase activity	iscS,sufS,	NA	GO:0016783,	lightblue
GO:0036455	F	iron-sulfur transferase activity	iscU,	NA	GO:0016782,	lightblue
GO:0004161	F	dimethylallyltranstransferase activity	ispA,	NA	GO:0004659,	lightblue
GO:0033384	P	geranyl diphosphate biosynthetic process	ispA,	NA	GO:0008654,GO:0016114,GO:0033383,	lightgreen
GO:0050518	F	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	ispD,trmD,	NA	GO:0070567,	lightblue
GO:0050515	F	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	ispE,	NA	GO:0016301,GO:0016773,	lightblue
GO:0008685	F	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	ispF,	NA	GO:0016849,	lightblue
GO:0046429	F	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	ispG,	NA	GO:0052592,	lightblue
GO:0042380	F	hydroxymethylbutenyl pyrophosphate reductase activity	ispH,	NA	GO:0016491,	lightblue
GO:0008834	F	di-trans,poly-cis-decaprenylcistransferase activity	ispU,	NA	GO:0004659,	lightblue
GO:0060241	F	lysozyme inhibitor activity	pliG,mliC,ivy,	NA	GO:0004857,	lightblue
GO:0070301	P	cellular response to hydrogen peroxide	yhcN,yodD,yjaA,katG,uspE,ychH,pdeF,yajL,ydeI,ygiW,	NA	GO:0097237,GO:0035690,GO:0034614,GO:0071236,GO:0042542,	lightgreen
GO:0030955	F	potassium ion binding	metK,kdpA,tnaA,tcdA,pdxK,yrbG,trkH,mnmE,trkG,kbp,ygdG,udp,	NA	GO:0031420,	lightblue
GO:0008673	F	2-dehydro-3-deoxygluconokinase activity	kdgK,	NA	GO:0019200,GO:0016773,	lightblue
GO:0019698	P	D-galacturonate catabolic process	uxaC,uxaA,kduD,kduI,uxaB,kdgK,	NA	GO:0046397,GO:0046396,	lightgreen
GO:0042840	P	D-glucuronate catabolic process	uxuA,uxaC,kduD,kduI,uxuB,kdgK,	NA	GO:0042839,GO:0006064,	lightgreen
GO:0015649	F	2-keto-3-deoxygluconate:proton symporter activity	kdgT,	NA	GO:0042879,GO:0015145,GO:0015355,GO:0005351,	lightblue
GO:0004072	F	aspartate kinase activity	lysC,thrA,metL,kdpD,	NA	GO:0019202,GO:0016774,	lightblue
GO:0007234	P	osmosensory signaling via phosphorelay pathway	kdpD,	NA	GO:0007231,GO:0000160,	lightgreen
GO:0008676	F	3-deoxy-8-phosphooctulonate synthase activity	kdsA,	NA	GO:0016765,	lightblue
GO:0008690	F	3-deoxy-manno-octulosonate cytidylyltransferase activity	kdsB,	NA	GO:0070567,	lightblue
GO:0008781	F	N-acylneuraminate cytidylyltransferase activity	kdsC,	NA	GO:0070567,	lightblue
GO:0019143	F	3-deoxy-manno-octulosonate-8-phosphatase activity	kdsC,	NA	GO:0016791,	lightblue
GO:0008697	F	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity	kduI,	NA	GO:0016861,	lightblue
GO:0015503	F	glutathione-regulated potassium exporter activity	kefC,kefB,	NA	GO:0015291,GO:0015079,	lightblue
GO:0003955	F	NAD(P)H dehydrogenase (quinone) activity	ycaK,wrbA,kefF,kefG,mdaB,	NA	GO:0016655,	lightblue
GO:0008870	F	galactoside O-acetyltransferase activity	lacA,	NA	GO:0016413,	lightblue
GO:0015528	F	lactose:proton symporter activity	lacY,	NA	GO:0015155,GO:0005351,	lightblue
GO:0015767	P	lactose transport	setC,setB,setA,lacY,	NA	GO:0015766,	lightgreen
GO:0030395	F	lactose binding	lacY,	NA	GO:0048030,	lightblue
GO:0042956	P	maltodextrin transport	malG,malE,lamB,malF,malK,	NA	GO:0015774,	lightgreen
GO:0042958	F	maltodextrin transmembrane transporter activity	lamB,	NA	GO:0015159,	lightblue
GO:0052665	F	tRNA (uracil-2'-O-)-methyltransferase activity	lasT,trmL,trmJ,	NA	GO:0016300,	lightblue
GO:0009050	P	glycopeptide catabolic process	mpaA,ldcA,	NA	GO:1901136,GO:0043171,	lightgreen
GO:0008720	F	D-lactate dehydrogenase activity	ldhA,	NA	GO:0016616,GO:0004457,	lightblue
GO:0070404	F	NADH binding	ldhA,	NA	GO:0043168,GO:0051287,	lightblue
GO:0016807	F	cysteine-type carboxypeptidase activity	ldtE,ldtB,ldtA,ldtD,ldtC,	NA	GO:0004180,GO:0070004,	lightblue
GO:0003852	F	2-isopropylmalate synthase activity	leuA,	NA	GO:0046912,	lightblue
GO:0003861	F	3-isopropylmalate dehydratase activity	leuC,	NA	GO:0016836,	lightblue
GO:0009316	C	3-isopropylmalate dehydratase complex	leuD,	NA	GO:1902494,GO:0044445,	salmon
GO:0042968	P	homoserine transport	rhtB,leuE,rhtC,	NA	GO:0015807,GO:0015804,	lightgreen
GO:0042970	F	homoserine transmembrane transporter activity	rhtB,leuE,rhtC,	NA	GO:0015175,GO:0015179,	lightblue
GO:0004823	F	leucine-tRNA ligase activity	leuS,	NA	GO:0004812,	lightblue
GO:0034195	P	L-galactonate catabolic process	lgoD,	NA	GO:0019584,GO:0034193,	lightgreen
GO:0008961	F	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity	lgt,	NA	GO:0140096,GO:0016757,	lightblue
GO:0034419	F	L-2-hydroxyglutarate oxidase activity	lhgO,	NA	GO:0003973,	lightblue
GO:0003911	F	DNA ligase (NAD+) activity	ligA,ligB,	NA	GO:0003909,	lightblue
GO:0006288	P	base-excision repair, DNA ligation	ligA,ligB,	NA	GO:0051103,	lightgreen
GO:0003826	F	alpha-ketoacid dehydrogenase activity	lipA,	NA	GO:0016491,	lightblue
GO:0009107	P	lipoate biosynthetic process	lipA,lipB,	NA	GO:0009106,GO:0018130,GO:0009108,GO:0006633,GO:1901362,GO:0044272,	lightgreen
GO:0009249	P	protein lipoylation	lipA,lipB,lplA,	NA	GO:0018205,GO:0051604,GO:0018065,	lightgreen
GO:0016992	F	lipoate synthase activity	lipA,	NA	GO:0070283,GO:0016783,	lightblue
GO:0033819	F	lipoyl(octanoyl) transferase activity	lipB,	NA	GO:0016747,	lightblue
GO:0070728	F	leucine binding	livK,	NA	GO:0043169,GO:0016597,	lightblue
GO:0004459	F	L-lactate dehydrogenase activity	ykgF,lldD,ykgE,ykgG,	NA	GO:0016616,GO:0004457,	lightblue
GO:0042953	P	lipoprotein transport	lolA,lolE,lolC,	NA	GO:0044872,GO:0015031,	lightgreen
GO:0042954	F	lipoprotein transporter activity	lolA,lolE,lolC,	NA	GO:0008565,	lightblue
GO:0044874	P	lipoprotein localization to outer membrane	lolD,lolA,lolE,lolB,lolC,	NA	GO:0044873,	lightgreen
GO:0072323	P	chaperone-mediated protein transport across periplasmic space	lolA,	NA	GO:0072322,GO:0072321,	lightgreen
GO:0089705	P	protein localization to outer membrane	lolD,lolC,	NA	GO:0072657,GO:1990778,	lightgreen
GO:0008968	F	D-sedoheptulose 7-phosphate isomerase activity	lpcA,	NA	GO:0016868,	lightblue
GO:0004148	F	dihydrolipoyl dehydrogenase activity	lpd,	NA	GO:0016668,	lightblue
GO:0016979	F	lipoate-protein ligase activity	lplA,	NA	GO:0140096,GO:0016879,GO:0016779,	lightblue
GO:0051977	P	lysophospholipid transport	lplT,	NA	GO:1901264,GO:0015914,	lightgreen
GO:0051978	F	lysophospholipid transporter activity	lplT,	NA	GO:0005548,	lightblue
GO:0031241	C	periplasmic side of cell outer membrane	ppk,lpoB,mliC,rcsF,lpoA,	NA	GO:0044462,GO:0098552,	salmon
GO:0017089	F	glycolipid transporter activity	lptC,lptA,	NA	GO:0005215,	lightblue
GO:0015437	F	lipopolysaccharide-transporting ATPase activity	lptB,msbA,lptF,	NA	GO:0015221,GO:0034040,	lightblue
GO:0001530	F	lipopolysaccharide binding	skp,lptE,	NA	GO:0008289,GO:0097367,	lightblue
GO:0008780	F	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	lpxA,	NA	GO:0008374,	lightblue
GO:0008915	F	lipid-A-disaccharide synthase activity	lpxB,	NA	GO:0008194,GO:0016758,	lightblue
GO:0008759	F	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	lpxC,	NA	GO:0019213,GO:0016811,	lightblue
